Interview Count,Stakeholder being interviewed,Interview Date + Time,Note-taker,Key Insights,Which hypotheses were supported by this interview?,Which hypotheses were rejected by this interview?,PARTIALLY SUPPORTED,Notes
73,Dave Whitehouse,2/18/2026 12:00am,Mahmoud Kiasari,"    **Key Insights:**
 
  - SUBMARINE CASE STUDY: Canada's 4 Victoria-class submarines all custom-built differently; as-built parts required but OEM parts are gone; 20-30 year old ships with only 10 years of life left requiring full custom manufacturing for every part - use in every naval pitch
 
  - Canadian Navy ship availability: 30-50% now vs target 70-80% - spare parts delay is a primary driver
 
  - AOR/JSS vessels (Auxiliary Oiler Replenishment / Joint Support Ships) correct naval architecture for ship-based AM - designed for containerized modules; combat ships are wrong (vibration/motion)
 
  - Arctic/DND = strongest government funding angle: 'The Arctic aspect always looks really good in a DND proposal'
 
  - IP protection was raised BEFORE Michael reached that slide - must solve before OEM engagement
 
  - Defense mandate overrides IP resistance: DND domestic spend mandate can flow down through supply chain like US DoD
 
  - Mark Philpott referral (LR Ottawa) unlocked
 
  - Canadian Naval Maintenance Symposium (Naval Quebec): DAVIE + Irving + Navy + LR attending - must-attend event","""NH.22 - Sovereign
  Resilience is Defense Value Proposition"",""NH.10 - OEM IP
  Release is Critical Blocker"",H65 - Defense Sector Digital Inventory (Canadian Navy),""H101 - Canadian Navy
  Availability Gap 30-50 Actual vs 70-80 Target"",""H102 - AOR/JSS
  Vessels Correct Naval AM Platform Not Combat Ships"",""H103 - Victoria-Class
  Submarine Custom Obsolete Parts Crisis""",,,
71,David Haire ,2/16/2026 12:00am,Mahmoud Kiasari,"    **Key Insights:**
 
  - Labor/skills shortage is #1 challenge - 50% general labor + tradesmen + engineering/tech gaps (supply chain NOT top-5 problem at CME)
 
  - Technology adoption slow in Atlantic Canada - must have strong value proposition and case studies before engagement
 
  - Only 2-3 CME members serve external AM customers - Atlantic XL and PolyUnity are exceptions; most use AM internally for prototyping only
 
  - CME NL willing to be distribution/validation partner: pilot programs, RAPID/Hannover Messe technology tours, 1000+ member network
 
  - Canada Makes only reaches ~15% of Canadian manufacturers - 85% ecosystem connectivity gap
 
  - Metal AM hardware ROI is hard: expensive machinery + powder + cleanup = difficult payback; buyers prefer to buy parts not equipment
 
  - IP concern: 'When money starts changing hands it is a different world than just downloadable files'
 
  - AI for Manufacturing: CME just launched program - goal 400 people trained - aligns with platform
 
  - N3 Summit Toronto (ENGINE): March 30-31 & April 1 - 30 cluster leaders network opportunity","""NH.10 - OEM IP
  Release is Critical Blocker"",""NH.25 - Only 20%
  Engaged with Digital Transformation"",""H93 - CME NL as
  Distribution Validation Partner"",H94 - Canada Makes 15 Percent Reach = 85 Percent Market Gap,""H95 - AM Ecosystem
  Connectivity Gap Before Technology Gap""",,,
39,David Waldbillig,1/28/2026 12:00am,Mahmoud Kiasari,"'- AM currently focused on education/testing, not production
- Trust gap varies by stakeholder (supply chain communication biggest issue)
- Post-processing (coatings) is critical for energy sector
- Power generation is underserved market vs oil & gas
- Canada lagging behind US/Singapore in on-site AM adoption

**Competitive Intelligence:**
- Fieldnode: Major competitor in oil & gas digital inventory
- Baker Hughes: Service provider (potential partner, not competitor)
- Pelagus 3D: Marine/offshore focus (Singapore-based)

","VP.10 - Demand Forecasting & Pipeline Visibility,VP.13 - Multi-Role Collaboration Workspaces,H50 - Low-Risk Part Categorization System,H51 - Post-Processing Service Network Integration,H52 - Reverse Engineering Service Integration,H53 - Predictive Maintenance API Integration",,,Hypothesis_Table_Update_Feb1_2026_10_23AM.md (https://v5.airtableusercontent.com/v3/u/50/50/1772301600000/JbyrgLCsLoLVBIMk4odNPQ/4ruoFN_DpD0ctUrSTh3XWmolOQ9tJvPP2XNL6mhAbtOv6yt1n56_LNWub2qZLZ_a2cHPc7xThMZnKhM5CnLTQqfLHuCjuBa7oT98jpzhw0Ebl1-JRnkybhfCeFPAVH_xRUSH9PIlKa7RNS6vKHbuIeskfVi4zN20jlK5A7LWRgc_Pev-1YWKeQjJWh4CGCl6pBiWsyA0FS75S3zrDCtq6Q/GD5nnAgebIoZDrDb7ELtDjUtB71R36Ao8shgtFSDoRo)
54,Fanny Charreteur,2/5/2026 8:53pm,Mahmoud Kiasari,"#### Key Insights:
- **89% cite investment costs as barrier** to AM adoption (PRIMA Québec survey)
- 55% cite ROI uncertainty - value proposition MUST lead with financial proof, not technology
- 32% cite workforce shortage as barrier - platform must reduce workforce burden
- Only 20% of manufacturers actively engaged with digital transformation
- 80% are unaware or not ready - market education is prerequisite to sales
- Digital Transformation Offensive data shows early adopter vs laggard split
- **Target the 20% early adopters first**, not the 80% who need education","""NH.12 - Cost/ROI is
  #1 Adoption Barrier (89%)"",""NH.24 - Workforce
  Shortage Limits Adoption (32%)"",""NH.25 - Only 20%
  Engaged with Digital Transformation""",,,Fanny_Charreteur_Interview_Analysis.md (https://v5.airtableusercontent.com/v3/u/50/50/1772301600000/QrIGTuvuqBgi3gGrnDHMTw/YJi8IBn7y7HHA0Fj5JJtJvUpLAkjatB5otEhcznO-5mj8n09S0Mo6ad9Bug8VzVZ4yCE-WBhZgRwKLmfhn55YiICvQCjljDqyU5hX-zCsL9VoPlOcbADqZLTaRcep68azGRG99F1iEUKXTuUZIYKadEeuky2PGng5ObYggJ5v5zyUsNwChGMk8iBxUqCCJc4/99tH_AaIfyLMLH0pbcmd2eeXclGE1b8ruiAyJLX_nbE)
75,Frank Defalco,2/3/2026 12:00am,Mahmoud Kiasari,"    **Key Insights:**
 
  - Digital inventory gap VALIDATED for large OEMs: 'They have inventories of hundreds of thousands of parts... they don't really know what is... looking for solutions is digital inventory even a possibility?'
 
  - Canada Makes Select AM Tool (led by Mark Kirby): AI identifies which parts of 100K+ are AM candidates - DON'T COMPETE PARTNER as 'next layer on top'
 
  - NGen AI value chain mapping tool at only 65% accuracy (too low for market) - partnership opportunity to improve algorithms
 
  - COVID supply chain lesson NOT learned: hospitals returned to China suppliers; Canadian domestic manufacturers went bankrupt - procurement behavior is the real barrier
 
  - AM Demo Program: most demos don't convert to production - no systematic pilot-to-production tracking - H56 new hypothesis
 
  - Onstream (Alberta) case study: $1M/year in titanium AM parts via Precision ADM for oil&gas pipeline inspection gauges - production AM in O&G validated
 
  - Hannover Messe 2026 (April 20-24): NGen pavilion $2K booth 50% travel reimbursement 350+ Canadians defense pavilion - attend if budget allows
 
  - Air Force actively asking Canada Makes about Canadian AM supply chain capabilities - defense is hot market now
 
  - Sell to CFOs/procurement not engineers: sovereignty + risk mitigation + business continuity not technology features","""NH.1 - Post-COVID
  Stock Depletion Creates AM Opportunity"",""NH.9 - Digital
  Inventory Reduces Lead Time from Months to Weeks"",""NH.25 - Only 20%
  Engaged with Digital Transformation"",""H108 - Canada Makes
  Select AM Tool Partner Not Competitor"",""H109 - NGen as
  Ecosystem Gateway 65 Percent Accuracy Gap""",,,
51,Harvey Doane,2/5/2026 8:49pm,Mahmoud Kiasari,"#### Key Insights:
- ""New Space"" (SpaceX model) embraces AM vs ""Old Space"" (Boeing/Lockheed) is risk-averse
- Target satellite/rocket manufacturers, not launch sites
- Safety > Time > Cost priority framework in regulated industries
- Mission assurance and safety-focused value propositions succeed; cost-focused fail
- Proof of concept path: Emergency use → Comfort → Regular use → Design innovation
- Temporary solutions can become permanent if they prove reliable","""NH.3 - Lead Time
  Emergency Accelerates Adoption"",""NH.6 - AM Adoption
  Evolution: Emergency ‚Üí Comfort ‚Üí Innovation"",""NH.14 - Space
  Industry is AM-Native (New Space vs Old Space)"",""NH.15 - Safety >
  Time > Cost Priority Framework"",""NH.21 - Breakdown
  Insurance Positioning (Not Cost Savings)""",,,Harvey_Doane_Interview_Analysis.md (https://v5.airtableusercontent.com/v3/u/50/50/1772301600000/jyS8YDqMFFDTT82b7FEsLg/HJOkA-_zkn0yuxraJqsk-CjkCMkfPIXHm8_la-T_8gH3F-YWHdVJIgyon9pSMHCOW-lf2_BT27PzvhnlNrVfz0iZx-1AeI-ui5eHUPBj1RMA03xNpaWk5j2_jTwQyklZoou2xL3Yqjm0DS_NMx9VD_azBA9gopCTGPBwDYvc7pr3kEp_-44OwwpPxfFm-0kb/i1ooZ6oF03Hh5T7kLj6ph92FMIuGSiByKIgvltADbfE)
40,Jason Power,1/28/2026 10:50am,Mahmoud Kiasari,"**Key Insights:**
- **CRITICAL PIVOT:** Target integrators (HMH, NOV, Baker Hughes), not operators
- Risk categorization is THE primary decision factor
- Downtime cost: $500K-$1M per day justifies $30-50M inventory
- Predictive maintenance + supply chain integration is #1 unmet need
- AI inventory optimization bigger opportunity than AM initially
- Boom/bust cycles drive technology adoption timing

**Strategic Impact:**
- Changed target customer: Operators → Integrators/OEMs
- Changed value prop: AM marketplace → AI optimization + AM integration
- Changed product architecture: Platform → AI layer + AM layer",,,,Hypothesis_Table_Update_Feb1_2026_10_23AM.md (https://v5.airtableusercontent.com/v3/u/50/50/1772301600000/p9OFUiUTeTlpQ5SSfTGGQA/JVqm2LiBrMwtrw_jPd5ucK4lTf7w16rSPjhhsEKLDoOl3HVBtCQcy_g9MSKea8wyfGbaRM_WWDgsN61d7HuRi5wYogm3wSVLqu-_JQIS60ufpWWuxxrVsKbS5poHdqS-0qCIGUNvKGQayAXTZiMH7ye5wXP25ZMINIWX1qPtWumcZi6UNM6VFEsPh7O5Y0zMmgUwBJEM43h27rIqkf7IRw/ubCbQV5qbsH6BEX27FLz27wSFIwlSnmJpE3ENidRSPE)
52,Jean-Michel Fortin,2/5/2026 8:50pm,Mahmoud Kiasari,"#### Key Insights:
- **Mining is POOR FIT** for AM/digital inventory - validated negative hypothesis
- Arctic mining needs 1000s of identical parts, not 10s of custom parts (volume mismatch)
- AM only viable as breakdown insurance for unpredictable failures
- Predictive maintenance already implemented - reduces emergency scenarios
- Geographic isolation (Arctic) creates high logistics costs but volume negates AM economics
- **EXCLUDE:** Mining operations with high-volume repetitive parts. **INCLUDE ONLY:** Emergency breakdown scenarios","CP.2 - Expensive Distant Suppliers,""NH.4 - Geographic
  Isolation Amplifies Local Manufacturing Need"",""NH.21 - Breakdown
  Insurance Positioning (Not Cost Savings)"",H53 - Predictive Maintenance API Integration","""NH.13 - Mining is
  Poor Fit for AM/Digital Inventory""",,Jean_Michel_Fortin_Interview_Analysis.md (https://v5.airtableusercontent.com/v3/u/50/50/1772301600000/Z_Uu0pqSeM-HoQ4oyx2PLg/fZvqsguR9SozG1SoyhvN3RckzAgup-YUB3MxqoDhngmzXOVPjrVhj9cJVahhbGAvivEjhkYo8OXvtWsXX35kINdh3l_edW2Z0D8FnRAVowDH1DrJOA9IxQ9J1g5yTbnoEyYNO7BGOWu0PDqi-K5kIVrTevNu_3DiVd9ai9cl2j0DFqtYyytc8XI63RNVn8uI/7-UUdOG9bHny32NBmVUMNcHFmqj9mWXjeDoAu0nGYLw)
56,Jim Granger,2/5/2026 8:54pm,Mahmoud Kiasari,"#### Key Insights:
- **15 years at GE** - IP is non-negotiable, closed data approach required
- **Electronics/controllers/relays = YES** for marine AM. **Heavy metal structural = NO**
- ""Stuff is heavy metal... there is additive manufacturing that's massive, but no.""
- **2+ years** for DNV/ABS/Lloyd's Register certification timeline
- AI is critical for predictive maintenance integration
- **""Amazon model""** concept now understood by industrial customers - market education shorter than expected
- Marine safety = airplane safety standards
- Navy example validated temporary parts concept
- Ship space is limited - same constraint as offshore vessels
- Technical expertise loss driving AI adoption need","CS.4 - OEMs Want Distributed Manufacturing,KR.1 - IoT/AI Quality System Integration,NH.5 - Predictive Maintenance + Digital Inventory Integration,""NH.7 - Certification
  is Primary Gatekeeper for Regulated Industries"",""NH.9 - Digital
  Inventory Reduces Lead Time from Months to Weeks"",""NH.10 - OEM IP
  Release is Critical Blocker"",""NH.15 - Safety >
  Time > Cost Priority Framework"",""NH.16 - On-Premise
  Processing Required for IP Protection"",""NH.21 - Breakdown
  Insurance Positioning (Not Cost Savings)"",""NH.24 - Workforce
  Shortage Limits Adoption (32%)"",H53 - Predictive Maintenance API Integration,""H60 - Pre-Certified
  Parts Library"",""H64 - Temporary AM
  Parts for Non-Critical Applications"",""H66 - Space
  Constraint on Vessels"",""H69 -
  Electronics/Non-Structural Parts Best Fit for AM"",""H70 - Amazon Model
  Resonates with Industrial Customers""",CS.4 - OEMs Want Distributed Manufacturing,,Jim_Granger_Interview_Analysis.md (https://v5.airtableusercontent.com/v3/u/50/50/1772301600000/GSlgTv-5P4Sv_1tzn69UDw/TA4aI5v5_4KrYfT1BcyATTf6RfLQOJcvKXR7spVLPKfToo4bCNb6vxZBplJ2gTR9hsjKhtbIJI_IzPJvSHeaJ4v0YXDq950Rrof-GBPxEnu-oCoAYiaZC5PSbAZZT0g-E_SwLiUDPCMY-uht5xy3t4DOOG_wZ-GgBo93l7OXP7QX-Qot8p-6sV9si1dWfXJW/RI69aedZfPHj1NtXoLZKDZbQDfxr2JsMwynvTeYriVg)
42,John Lidstone,1/30/2026 10:55am,Mahmoud Kiasari,"**Key Insights:**
- Part-specific feasibility matters: Round parts = machining, complex/cast = AM
- Digital inventory scanning can reduce lead time from months to weeks
- **Critical blocker:** OEM must relinquish IP or prove it's void/expired/open
- AI-based patent search could help identify open-source opportunities
- Need OEM partnerships, not adversarial relationships

**Strategic Value:**
- Complements Sean's strategic view with ground-truth technical perspective
- Validates whether platform would actually be used day-to-day by engineers
- Early adopter profile assessment (digital native, comfortable with cloud tools)","""NH.8 - Feasibility +
  Cost Drive AM Acceptance (Interview 6 - John Lidstone)"",""NH.9 - Digital
  Inventory Reduces Lead Time from Months to Weeks"",""NH.10 - OEM IP
  Release is Critical Blocker""",,,Hypothesis_Table_Update_Feb1_2026_10_23AM.md (https://v5.airtableusercontent.com/v3/u/50/50/1772301600000/hnhur7iYI9FbCIHcOl81ZA/BvBB7vybiKHGdRhtUrR7cutvbv4V2uQOxBAx6331j23qv94aC1HTtD-eTjYhWYzD3GfjlgGmeecMPcLqU2iwwljpeh7e9TRdXs6jK4CKgvC6pLDKqSpQI9qsbxpGAO-RcXwGQM0tF9OB8OGSREHdTbcJ7Y8vzY5XueJy7z8kyP3-qLQfIwArFt_g1rSNC2qhWydyqQlFRkiTBqaV-IgwcA/wdFw7Uc5olSyuahiOWafEaJECAasjRrlalyKRTl1y5Y)
